episode,episode_seed,training_stage,bgh_bayesian_game_enabled,bgh_heuristic_guidance_enabled,bgh_guidance_lambda,bgh_zero_diff_mode,cloud_enabled,neighbor_feedback_collection_enabled,neighbor_feedback_decision_enabled,neighbor_feedback_episode_terminal_jobs_seen,neighbor_feedback_episode_pair_samples,neighbor_feedback_total_terminal_jobs_seen,neighbor_feedback_total_pair_samples,neighbor_feedback_active_pair_count,wall_time_seconds,simulation_end_time,training_episode_reward,total_jobs,completed_jobs,dropped_jobs,unresolved_jobs,completion_rate,drop_rate,queued_jobs,queue_admission_rate,started_from_waiting_jobs,waiting_timeout_drops,waiting_timeout_drop_rate,max_waiting_queue_length,remaining_waiting_jobs,energy_normalization_j,energy_cost_weight,energy_optimization_enabled,routing_decision_count,routing_actor_controlled_count,routing_forced_action_count,routing_orchestrator_action_count,routing_random_action_count,routing_policy_action_count,routing_self_count,routing_self_rate,routing_edge_count,routing_edge_rate,routing_cloud_count,routing_cloud_rate,routing_drop_count,routing_drop_rate,multi_hop_job_count,multi_hop_job_rate,avg_routing_edge_hops_per_job,max_routing_hops,routing_source_target_matrix_json,routing_reward_by_agent_json,host_decision_count,host_random_action_count,host_policy_action_count,host_started_count,host_started_rate,host_queued_count,host_queued_rate,host_dropped_count,host_dropped_rate,routing_episode_updates,routing_replay_size,routing_replay_trainable_size,routing_update_step,routing_global_decision_steps,routing_training_action_steps,routing_critic_loss,routing_q1_loss,routing_q2_loss,routing_actor_loss,routing_alpha_loss,routing_alpha,routing_policy_entropy,routing_target_entropy,routing_mean_q1,routing_mean_q2,routing_mean_target_q,host_episode_updates,host_replay_size_total,host_training_action_steps_total,host_update_step_total,host_critic_loss,host_q1_loss,host_q2_loss,host_actor_loss,host_alpha_loss,host_alpha_mean,host_policy_entropy,host_target_entropy,host_mean_q1,host_mean_q2,host_mean_target_q,routing_layer_reward_sum,host_layer_reward_sum,terminal_trace_flushed_count,routing_transition_flushed_count,host_transition_flushed_count,pending_trace_count_end,finalized_trace_count_end,causal_terminal_job_gap,sla_satisfied_jobs,sla_violated_completed_jobs,sla_satisfaction_rate,sla_violation_rate,mean_sla_violation_degree,total_completion_time,avg_completion_time,episode_energy_time_s,energy_time_gap_s,edge_idle_energy_j,edge_cpu_dynamic_energy_j,edge_gpu_dynamic_energy_j,edge_total_energy_j,cloud_compute_energy_j,system_compute_energy_j,system_dynamic_compute_energy_j,transfer_energy_j,edge_edge_transfer_energy_j,edge_cloud_transfer_energy_j,total_system_energy_j,total_system_energy_kwh,edge_idle_avg_power_w,edge_cpu_dynamic_avg_power_w,edge_gpu_dynamic_avg_power_w,edge_total_avg_power_w,cloud_compute_avg_power_w,system_compute_avg_power_w,transfer_equivalent_avg_power_w,system_total_equivalent_avg_power_w,edge_idle_energy_share,edge_cpu_dynamic_energy_share,edge_gpu_dynamic_energy_share,cloud_compute_energy_share,transfer_energy_share,system_energy_per_completed_job_j,system_energy_per_total_job_j,task_compute_energy_j,task_transfer_energy_j,task_attributable_energy_j,task_compute_energy_per_completed_job_j,task_attributable_energy_per_total_job_j,transfer_split_gap_j,transfer_job_accounting_gap_j,task_edge_edge_transfer_energy_j,task_edge_cloud_transfer_energy_j,workload_total_cpu_request,workload_mean_cpu_request,workload_max_cpu_request,workload_total_gpu_request,workload_mean_gpu_request,workload_max_gpu_request,workload_gpu_job_ratio,workload_total_duration_s,workload_mean_duration_s,workload_p95_duration_s,workload_max_duration_s,workload_arrival_span_s,workload_observed_arrival_rate,edge_completed_jobs,edge_total_cpu_capacity,edge_total_gpu_capacity,edge_cpu_resource_seconds,edge_gpu_resource_seconds,edge_avg_cpu_load,edge_peak_cpu_load,edge_avg_gpu_load,edge_peak_gpu_load,edge_avg_running_jobs,edge_peak_running_jobs,edge_host_avg_cpu_load_mean,edge_host_avg_cpu_load_std,edge_host_avg_cpu_load_p95,edge_host_avg_gpu_load_mean,edge_host_avg_gpu_load_std,edge_host_busy_ratio_mean,edge_host_busy_ratio_max,cloud_completed_jobs,cloud_cpu_resource_seconds,cloud_gpu_resource_seconds,cloud_avg_used_cpu,cloud_peak_used_cpu,cloud_avg_used_gpu,cloud_peak_used_gpu,cloud_avg_running_jobs,cloud_peak_running_jobs,cloud_busy_ratio
26,67,host_pretrain,True,True,0.0,False,True,True,True,1000,0,26000,0,0,9.08967180000036,13689.52844843617,0.0,1000,650,350,0,0.65,0.35,514,0.514,184,0,0.0,33,0,170000.0,0.3,True,1000,0,0,1000,0,0,1000,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,"{""DC-1"": {""DC-1"": 198}, ""DC-2"": {""DC-2"": 213}, ""DC-3"": {""DC-3"": 182}, ""DC-4"": {""DC-4"": 210}, ""DC-5"": {""DC-5"": 197}}","{""DC-1"": 0.0, ""DC-2"": 0.0, ""DC-3"": 0.0, ""DC-4"": 0.0, ""DC-5"": 0.0}",1000,190,810,466,0.466,514,0.514,20,0.02,0,0,0,0,26000,0,nan,nan,nan,nan,nan,0.10000000149011612,nan,nan,nan,nan,nan,408,26000,26000,506,12.145179644519208,6.083843937107161,6.06133569689358,-0.7458898539965352,-4.502906562650905,0.09954065680503846,2.5617869712558448,0.5942693881544412,-0.43386066133551177,-0.4343454258926738,-0.41194881613631096,0.0,-52.59500004614415,1000,0,1000,0,0,0,607,43,0.607,0.393,0.3703581372837986,1094847.4347248366,1684.380668807441,13689.52844843617,0.0,184808634.0538884,6675110.000000007,100246645.66842006,291730389.72230846,0.0,291730389.72230846,106921755.66842008,0.0,0.0,0.0,291730389.72230846,81.03621936730791,13500.00000000001,487.6070074395106,7322.870619394622,21310.47762683414,0.0,21310.47762683414,0.0,21310.47762683414,0.6334911979166914,0.022881092389290994,0.34362770969401774,0.0,0.0,448815.98418816685,291730.38972230844,108528775.62601268,0.0,108528775.62601268,166967.34711694258,108528.77562601268,0.0,0.0,0.0,0.0,22367.2,22.3672,184.0,846.3,0.8462999999999999,1.0,1.0,1064441.0,1064.441,3635.2,4544.0,6470.262935376438,0.15439867127159934,650,14528.0,254.0,17172181.0,756266.6000000007,0.08634379593301127,0.1795842511013216,0.21749672169279496,0.4523622047244095,63.84105948513052,129,0.08126783457325168,0.11326798250441993,0.32062757903722683,0.3142220998482523,0.22430132084376822,0.4345750477096965,0.975602502702364,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
27,68,host_pretrain,True,True,0.0,False,True,True,True,1000,0,27000,0,0,9.986280400000396,14751.958440807875,0.0,1000,606,394,0,0.606,0.394,560,0.56,182,0,0.0,61,0,170000.0,0.3,True,1000,0,0,1000,0,0,1000,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,"{""DC-1"": {""DC-1"": 220}, ""DC-2"": {""DC-2"": 188}, ""DC-3"": {""DC-3"": 171}, ""DC-4"": {""DC-4"": 205}, ""DC-5"": {""DC-5"": 216}}","{""DC-1"": 0.0, ""DC-2"": 0.0, ""DC-3"": 0.0, ""DC-4"": 0.0, ""DC-5"": 0.0}",1000,0,1000,424,0.424,560,0.56,16,0.016,0,0,0,0,27000,0,nan,nan,nan,nan,nan,0.10000000149011612,nan,nan,nan,nan,nan,502,27000,27000,1008,9.4034117360514,4.709833178862158,4.693578576186739,-1.8481335106836372,-2.5767302177698013,0.0992257058620453,1.732330179309465,0.5972193790621967,-0.37868337911383,-0.38102559174273715,-0.3464323797994163,0.0,-233.21685386803898,1000,0,1000,0,0,0,552,54,0.552,0.448,0.41555739150684357,989196.3979608977,1632.3372903645177,14751.958440807875,0.0,199151438.9509063,6387078.593750006,38947028.665308215,244485546.2099645,0.0,244485546.2099645,45334107.25905822,0.0,0.0,0.0,244485546.2099645,67.91265172499014,13500.0,432.96479036177544,2640.1259752447704,16573.090765606543,0.0,16573.090765606543,0.0,16573.090765606543,0.8145734667679486,0.02612456520544071,0.15930196802661067,0.0,0.0,403441.49539598107,244485.54620996452,48485957.490375996,0.0,48485957.490375996,80009.83084220461,48485.95749037599,0.0,0.0,0.0,0.0,23207.0,23.207,184.0,845.9,0.8459,1.0,1.0,989772.0,989.772,3464.3999999999996,4535.0,6557.935977312859,0.15233451553294125,606,14528.0,254.0,17504180.0,658717.4000000001,0.08167445764440699,0.17855176211453744,0.17579873214509667,0.3826771653543306,51.94991587557855,107,0.07216079839362918,0.13700408415744192,0.42329222577274955,0.10734746720946407,0.1347131654870284,0.21508014662590352,0.9990485097571556,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
28,69,host_pretrain,True,True,0.0,False,True,True,True,1000,0,28000,0,0,9.79741120000108,13905.662488433758,0.0,1000,681,319,0,0.681,0.319,534,0.534,225,0,0.0,64,0,170000.0,0.3,True,1000,0,0,1000,0,0,1000,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,"{""DC-1"": {""DC-1"": 204}, ""DC-2"": {""DC-2"": 200}, ""DC-3"": {""DC-3"": 189}, ""DC-4"": {""DC-4"": 222}, ""DC-5"": {""DC-5"": 185}}","{""DC-1"": 0.0, ""DC-2"": 0.0, ""DC-3"": 0.0, ""DC-4"": 0.0, ""DC-5"": 0.0}",1000,0,1000,456,0.456,534,0.534,10,0.01,0,0,0,0,28000,0,nan,nan,nan,nan,nan,0.10000000149011612,nan,nan,nan,nan,nan,498,28000,28000,1506,7.6600587760588255,3.852652506655957,3.8074062631790895,-2.048050428011331,-1.6499560236496977,0.09899927079677581,1.3125913609941322,0.5959294699282053,-0.3483382157521345,-0.3490556359429466,-0.3460693341496599,0.0,263.4203572178988,1000,0,1000,0,0,0,633,48,0.633,0.367,0.3401530812208328,1038763.4621034614,1525.350164615949,13905.662488433758,0.0,187726443.59385562,5762379.687500002,24394932.022506345,217883755.30386198,0.0,217883755.30386198,30157311.71000635,0.0,0.0,0.0,217883755.30386198,60.523265362183885,13499.999999999993,414.39087798175365,1754.316419142,15668.707297123747,0.0,15668.707297123747,0.0,15668.707297123747,0.8615899029831352,0.026447036767214487,0.11196306024965022,0.0,0.0,319946.7772450249,217883.75530386198,34400908.16139069,0.0,34400908.16139069,50515.28364374551,34400.90816139069,0.0,0.0,0.0,0.0,20351.0,20.351,184.0,838.4,0.8383999999999999,1.0,1.0,996627.0,996.627,3212.25,4556.0,6736.779602882058,0.14829043829378333,681,14528.0,254.0,15311013.0,698565.7000000001,0.07578904067393517,0.15280837004405287,0.1977797651643632,0.39212598425196854,59.554587973699405,121,0.06906514633029225,0.142652405741167,0.38669558806032783,0.06883225634133797,0.1355367993744891,0.15849376339015425,0.9936959142718536,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
29,70,host_pretrain,True,True,0.0,False,True,True,True,1000,0,29000,0,0,9.377616199999466,12822.336121546545,0.0,1000,642,358,0,0.642,0.358,562,0.562,216,0,0.0,112,0,170000.0,0.3,True,1000,0,0,1000,0,0,1000,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,"{""DC-1"": {""DC-1"": 199}, ""DC-2"": {""DC-2"": 189}, ""DC-3"": {""DC-3"": 203}, ""DC-4"": {""DC-4"": 215}, ""DC-5"": {""DC-5"": 194}}","{""DC-1"": 0.0, ""DC-2"": 0.0, ""DC-3"": 0.0, ""DC-4"": 0.0, ""DC-5"": 0.0}",1000,0,1000,426,0.426,562,0.562,12,0.012,0,0,0,0,29000,0,nan,nan,nan,nan,nan,0.10000000149011612,nan,nan,nan,nan,nan,500,29000,29000,2006,6.200294567108155,3.1182531461715697,3.0820414276123045,-2.0380094571113587,-1.4316761428117752,0.09878569543361664,1.2139230300188064,0.595947773218155,-0.35064562121406195,-0.35014314924553036,-0.34731249361298977,0.0,17.78626921597948,1000,0,1000,0,0,0,588,54,0.588,0.412,0.38368673708558404,979471.1363258826,1525.6559755854869,12822.336121546545,0.0,173101537.64087832,5206341.093750007,21797811.96706713,200105690.70169544,0.0,200105690.70169544,27004153.060817137,0.0,0.0,0.0,200105690.70169544,55.58491408380429,13499.999999999998,406.0368597732605,1699.98756548257,15606.024425255826,0.0,15606.024425255826,0.0,15606.024425255826,0.8650505492066533,0.026017956188518807,0.10893149460482807,0.0,0.0,311691.10701198666,200105.69070169545,31288465.780345093,0.0,31288465.780345093,48735.92800676806,31288.465780345094,0.0,0.0,0.0,0.0,19246.2,19.2462,184.0,852.4000000000001,0.8524,1.0,1.0,947977.0,947.977,3224.0499999999993,4556.0,6497.121896733489,0.15376039050494958,642,14528.0,254.0,14135044.0,669031.7999999998,0.07587945035582688,0.13615088105726872,0.20542149570863338,0.4066929133858267,59.6000598296456,113,0.06767280996220998,0.14966617421360986,0.4500495185288158,0.06676355555533099,0.142285560199835,0.15610234579029705,0.9966870819599637,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
30,71,host_pretrain,True,True,0.0,False,True,True,True,1000,0,30000,0,0,9.558879399999569,14370.486322747536,0.0,1000,614,386,0,0.614,0.386,596,0.596,220,0,0.0,82,0,170000.0,0.3,True,1000,0,0,1000,0,0,1000,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,"{""DC-1"": {""DC-1"": 199}, ""DC-2"": {""DC-2"": 203}, ""DC-3"": {""DC-3"": 209}, ""DC-4"": {""DC-4"": 202}, ""DC-5"": {""DC-5"": 187}}","{""DC-1"": 0.0, ""DC-2"": 0.0, ""DC-3"": 0.0, ""DC-4"": 0.0, ""DC-5"": 0.0}",1000,0,1000,394,0.394,596,0.596,10,0.01,0,0,0,0,30000,0,nan,nan,nan,nan,nan,0.10000000149011612,nan,nan,nan,nan,nan,500,30000,30000,2506,5.427056290626526,2.72404016494751,2.7030161242485047,-2.015951139450073,-1.3987312706559896,0.09855837672948838,1.2011279147863387,0.5963271160125733,-0.33009060187637806,-0.3297367794662714,-0.3282721274457872,0.0,-178.60396215897896,1000,0,1000,0,0,0,566,48,0.566,0.434,0.40844863103435,1104332.449088608,1798.587050632912,14370.486322747536,0.0,194001565.35709175,5290746.875000006,23735383.781953465,223027696.0140452,0.0,223027696.0140452,29026130.65695347,0.0,0.0,0.0,223027696.0140452,61.95213778167923,13500.000000000002,368.1675592721661,1651.675750484652,15519.843309756818,0.0,15519.843309756818,0.0,15519.843309756818,0.8698541428902824,0.023722376052644243,0.1064234810570734,0.0,0.0,363237.28992515506,223027.6960140452,33754592.28079648,0.0,33754592.28079648,54974.905994782544,33754.59228079648,0.0,0.0,0.0,0.0,21016.4,21.0164,184.0,847.3,0.8472999999999999,1.0,1.0,1041990.0,1041.99,3731.05,4581.0,6674.9887227675,0.14966317420021155,614,14528.0,254.0,14507623.0,731277.9999999999,0.06948946442731302,0.1433783039647577,0.20034445456011776,0.38700787401574804,58.75688414687996,116,0.06136125987869428,0.133202807285142,0.4010744679619188,0.06495256869090708,0.14428668768012898,0.14684474592281643,0.9962694815618354,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
31,72,host_pretrain,True,True,0.0,False,True,True,True,1000,0,31000,0,0,9.397336599999107,14937.432385136888,0.0,1000,549,451,0,0.549,0.451,639,0.639,196,0,0.0,156,0,170000.0,0.3,True,1000,0,0,1000,0,0,1000,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,"{""DC-1"": {""DC-1"": 197}, ""DC-2"": {""DC-2"": 203}, ""DC-3"": {""DC-3"": 234}, ""DC-4"": {""DC-4"": 185}, ""DC-5"": {""DC-5"": 181}}","{""DC-1"": 0.0, ""DC-2"": 0.0, ""DC-3"": 0.0, ""DC-4"": 0.0, ""DC-5"": 0.0}",1000,0,1000,353,0.353,639,0.639,8,0.008,0,0,0,0,31000,0,nan,nan,nan,nan,nan,0.10000000149011612,nan,nan,nan,nan,nan,500,31000,31000,3006,5.002598663806915,2.507961590051651,2.4946370787620546,-1.9868007717132568,-1.228232633471489,0.09835584610700607,1.12508866584301,0.5956866996288299,-0.34922695660591124,-0.3482490262184292,-0.3480522984471172,0.0,-605.8768398101357,1000,0,1000,0,0,0,490,59,0.49,0.51,0.4815119079106487,1029213.7665471832,1874.706314293594,14937.432385136888,0.0,201655337.19934815,5807045.000000001,21240385.401145287,228702767.60049343,0.0,228702767.60049343,27047430.401145287,0.0,0.0,0.0,228702767.60049343,63.52854655569262,13500.000000000011,388.7579103473066,1421.9569236196169,15310.714833966935,0.0,15310.714833966935,0.0,15310.714833966935,0.8817354477826314,0.02539123186363868,0.09287332035373,0.0,0.0,416580.63315208274,228702.76760049342,31053190.959219456,0.0,31053190.959219456,56563.189361055476,31053.190959219457,0.0,0.0,0.0,0.0,22703.2,22.703200000000002,184.0,830.0,0.83,1.0,1.0,1016981.0,1016.981,3595.899999999999,4515.0,6598.507339835862,0.15139787660293036,549,14528.0,254.0,15839555.0,656550.6,0.07298963512780804,0.17634911894273128,0.17304479211981222,0.316535433070866,50.835778226221656,99,0.06479298505788442,0.14032457445259022,0.35270332245937186,0.05509402344266801,0.12155876172280611,0.13456759724048664,0.9996404880158493,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
32,73,host_pretrain,True,True,0.0,False,True,True,True,1000,0,32000,0,0,9.471546200002194,14203.707102693832,0.0,1000,633,367,0,0.633,0.367,649,0.649,291,0,0.0,72,0,170000.0,0.3,True,1000,0,0,1000,0,0,1000,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,"{""DC-1"": {""DC-1"": 214}, ""DC-2"": {""DC-2"": 217}, ""DC-3"": {""DC-3"": 201}, ""DC-4"": {""DC-4"": 186}, ""DC-5"": {""DC-5"": 182}}","{""DC-1"": 0.0, ""DC-2"": 0.0, ""DC-3"": 0.0, ""DC-4"": 0.0, ""DC-5"": 0.0}",1000,0,1000,342,0.342,649,0.649,9,0.009,0,0,0,0,32000,0,nan,nan,nan,nan,nan,0.10000000149011612,nan,nan,nan,nan,nan,500,32000,32000,3506,4.727514946460724,2.366765093803406,2.3607498548030854,-1.9811312341690064,-1.327417072288692,0.09811151623725892,1.1685193908214568,0.5965692784786224,-0.32748723509535194,-0.3271723143737763,-0.3290707870107144,0.0,-67.37247339381608,1000,0,1000,0,0,0,565,68,0.565,0.435,0.3955527419221256,1110985.919011219,1755.1120363526366,14203.707102693832,0.0,191750045.88636667,5652822.968750006,23308455.146693926,220711324.00181058,0.0,220711324.00181058,28961278.11544393,0.0,0.0,0.0,220711324.00181058,61.30870111161405,13499.999999999995,397.98222589917447,1641.0120948124393,15538.994320711608,0.0,15538.994320711608,0.0,15538.994320711608,0.868782092416761,0.025611839330471477,0.10560606825276767,0.0,0.0,348675.07741202303,220711.32400181057,34055924.582576334,0.0,34055924.582576334,53800.82872444919,34055.924582576336,0.0,0.0,0.0,0.0,19808.4,19.808400000000002,184.0,849.3,0.8492999999999999,1.0,1.0,991914.0,991.914,3171.6499999999996,4556.0,6609.215328036727,0.15115258777576457,633,14528.0,254.0,15517391.0,724262.2000000004,0.07519884396041346,0.15528634361233482,0.20075223768245526,0.3858267716535434,58.943907667683106,114,0.06633037098319568,0.1445841820685394,0.41893605726034644,0.0656733128369767,0.14649748646523839,0.1441824051538611,0.9999091021718092,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
33,74,host_pretrain,True,True,0.0,False,True,True,True,1000,0,33000,0,0,9.533001300005708,15629.534556978493,0.0,1000,639,361,0,0.639,0.361,572,0.572,219,0,0.0,85,0,170000.0,0.3,True,1000,0,0,1000,0,0,1000,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,"{""DC-1"": {""DC-1"": 191}, ""DC-2"": {""DC-2"": 190}, ""DC-3"": {""DC-3"": 205}, ""DC-4"": {""DC-4"": 229}, ""DC-5"": {""DC-5"": 185}}","{""DC-1"": 0.0, ""DC-2"": 0.0, ""DC-3"": 0.0, ""DC-4"": 0.0, ""DC-5"": 0.0}",1000,0,1000,420,0.42,572,0.572,8,0.008,0,0,0,0,33000,0,nan,nan,nan,nan,nan,0.10000000149011612,nan,nan,nan,nan,nan,498,33000,33000,4004,4.523470622947417,2.2626009068814628,2.2608697160659545,-2.0160439512337067,-1.1934461726182435,0.0978756383061409,1.1100379621168697,0.5955836574236552,-0.3290723688492783,-0.32881660788622963,-0.32997247538937025,0.0,-15.555649356770083,1000,0,1000,0,0,0,587,52,0.587,0.413,0.3828480978871174,1059882.5397299412,1658.6581216431005,15629.534556978493,0.0,210998716.5192097,5884022.718749998,23500934.90987759,240383674.1478373,0.0,240383674.1478373,29384957.62862759,0.0,0.0,0.0,240383674.1478373,66.7732428188437,13500.000000000004,376.46819854419897,1503.623465190431,15380.091663734634,0.0,15380.091663734634,0.0,15380.091663734634,0.8777580976212399,0.024477630353263054,0.09776427202549696,0.0,0.0,376187.28348644334,240383.6741478373,33885598.56522608,0.0,33885598.56522608,53029.10573587806,33885.59856522608,0.0,0.0,0.0,0.0,19595.4,19.5954,184.0,850.3,0.8503,1.0,1.0,1022369.0,1022.369,3361.299999999999,4509.0,6739.10105764785,0.14823935588060186,639,14528.0,254.0,16122836.8,720009.8999999999,0.07100510626652211,0.14282764317180616,0.1813671824541711,0.39212598425196843,52.85384519855454,111,0.06274469975736652,0.14158464543439056,0.39989987439896607,0.05871707961963866,0.125522937861717,0.14183102613871712,0.98485820669428,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
34,75,host_pretrain,True,True,0.0,False,True,True,True,1000,0,34000,0,0,9.623018799997226,14123.974658302319,0.0,1000,640,360,0,0.64,0.36,563,0.563,211,0,0.0,62,0,170000.0,0.3,True,1000,0,0,1000,0,0,1000,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,"{""DC-1"": {""DC-1"": 189}, ""DC-2"": {""DC-2"": 196}, ""DC-3"": {""DC-3"": 191}, ""DC-4"": {""DC-4"": 211}, ""DC-5"": {""DC-5"": 213}}","{""DC-1"": 0.0, ""DC-2"": 0.0, ""DC-3"": 0.0, ""DC-4"": 0.0, ""DC-5"": 0.0}",1000,0,1000,429,0.429,563,0.563,8,0.008,0,0,0,0,34000,0,nan,nan,nan,nan,nan,0.10000000149011612,nan,nan,nan,nan,nan,500,34000,34000,4504,4.331283261299133,2.164973294734955,2.166309961795807,-2.061505896568298,-1.2477292187809945,0.09762492924928665,1.1319031364917755,0.597720043182373,-0.2953359605409205,-0.29523145567625764,-0.2985752432551235,0.0,-32.178511630064236,1000,0,1000,0,0,0,594,46,0.594,0.406,0.38427092685692715,1107003.3723197381,1729.6927692495908,14123.974658302319,0.0,190673657.88708138,5927996.156249994,32208404.93086529,228810058.97419667,0.0,228810058.97419667,38136401.08711529,0.0,0.0,0.0,228810058.97419667,63.55834971505463,13500.000000000005,419.7116109073033,2280.4065930501106,16200.11820395742,0.0,16200.11820395742,0.0,16200.11820395742,0.8333272529272151,0.02590793509178067,0.14076481198100427,0.0,0.0,357515.7171471823,228810.05897419667,42599148.78107558,0.0,42599148.78107558,66561.1699704306,42599.14878107558,0.0,0.0,0.0,0.0,20539.2,20.5392,184.0,834.8000000000001,0.8348000000000001,1.0,1.0,1070472.0,1070.472,3313.299999999999,4568.0,6401.64930393062,0.15605353442067077,640,14528.0,254.0,16253192.8,735656.3999999999,0.07920925458101596,0.14895374449339208,0.20506161398892,0.41732283464566916,60.813547232974294,122,0.06995193515121727,0.14296195426749964,0.3703443613816796,0.09243524974979853,0.15797600121100314,0.1841688325374573,0.9247668149797208,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
35,76,host_pretrain,True,True,0.0,False,True,True,True,1000,0,35000,0,0,9.611276399999042,15230.608190378154,0.0,1000,718,282,0,0.718,0.282,521,0.521,250,0,0.0,38,0,170000.0,0.3,True,1000,0,0,1000,0,0,1000,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,"{""DC-1"": {""DC-1"": 201}, ""DC-2"": {""DC-2"": 179}, ""DC-3"": {""DC-3"": 197}, ""DC-4"": {""DC-4"": 215}, ""DC-5"": {""DC-5"": 208}}","{""DC-1"": 0.0, ""DC-2"": 0.0, ""DC-3"": 0.0, ""DC-4"": 0.0, ""DC-5"": 0.0}",1000,0,1000,468,0.468,521,0.521,11,0.011,0,0,0,0,35000,0,nan,nan,nan,nan,nan,0.10000000149011612,nan,nan,nan,nan,nan,502,35000,35000,5006,4.1588465858740635,2.0752088795620134,2.0836377063120506,-2.141328348106597,-1.2220715823401493,0.09734365344047546,1.123560266190791,0.5965582509914718,-0.29830091309351514,-0.2979296299376603,-0.30091354779275764,0.0,470.258094620882,1000,0,1000,0,0,0,668,50,0.668,0.332,0.30598009930113806,1134318.1735971337,1579.8303253441975,15230.608190378154,0.0,205613210.57010517,6670964.093750008,36084006.46850543,248368181.13236058,0.0,248368181.13236058,42754970.562255435,0.0,0.0,0.0,248368181.13236058,68.99116142565572,13500.000000000005,437.9972231157749,2369.1769900102404,16307.17421312602,0.0,16307.17421312602,0.0,16307.17421312602,0.8278564896383792,0.026859173599998756,0.14528433676162208,0.0,0.0,345916.68681387266,248368.18113236057,47481630.70400459,0.0,47481630.70400459,66130.40488022924,47481.630704004594,0.0,0.0,0.0,0.0,20269.8,20.2698,184.0,848.2,0.8482000000000001,1.0,1.0,1020727.0,1020.727,3391.1499999999996,4571.0,6779.379235153424,0.14735862463923538,718,14528.0,254.0,18019618.400000002,775320.0000000002,0.08143713987646928,0.1628716960352423,0.20041490836920434,0.41141732283464566,59.07846809219634,123,0.0729995371859624,0.13826230428283526,0.39583679659349913,0.0968945383896294,0.17524558648161884,0.17325536797126287,0.9278027392843823,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
36,77,host_pretrain,True,True,0.0,False,True,True,True,1000,0,36000,0,0,9.432291299999633,14396.323741007182,0.0,1000,628,372,0,0.628,0.372,593,0.593,223,0,0.0,60,0,170000.0,0.3,True,1000,0,0,1000,0,0,1000,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,"{""DC-1"": {""DC-1"": 219}, ""DC-2"": {""DC-2"": 220}, ""DC-3"": {""DC-3"": 199}, ""DC-4"": {""DC-4"": 200}, ""DC-5"": {""DC-5"": 162}}","{""DC-1"": 0.0, ""DC-2"": 0.0, ""DC-3"": 0.0, ""DC-4"": 0.0, ""DC-5"": 0.0}",1000,0,1000,405,0.405,593,0.593,2,0.002,0,0,0,0,36000,0,nan,nan,nan,nan,nan,0.10000000149011612,nan,nan,nan,nan,nan,500,36000,36000,5506,4.034641874313355,2.01227912735939,2.022362739801407,-2.144209400653839,-1.028834547162056,0.09709910303354263,1.0373191602230072,0.5952095351219178,-0.2909153745770454,-0.29006974992528556,-0.290336314111948,0.0,-108.72807378112327,1000,0,1000,0,0,0,584,44,0.584,0.416,0.3914701420116192,1050999.7069609705,1673.5664123582333,14396.323741007182,0.0,194350370.5035968,6571939.625000004,31075009.581879195,231997319.710476,0.0,231997319.710476,37646949.2068792,0.0,0.0,0.0,231997319.710476,64.44369991957667,13499.99999999999,456.50123901285815,2158.5378420855905,16115.039081098439,0.0,16115.039081098439,0.0,16115.039081098439,0.8377267924738907,0.028327653238414734,0.13394555428769456,0.0,0.0,369422.48361540766,231997.319710476,41827134.13509728,0.0,41827134.13509728,66603.71677563261,41827.13413509728,0.0,0.0,0.0,0.0,21091.2,21.0912,184.0,849.8000000000001,0.8498000000000001,1.0,1.0,1029972.0,1029.972,3336.25,4577.0,6690.638822666228,0.14931309647378294,628,14528.0,254.0,17589247.8,705902.9999999998,0.08409880636210551,0.17237059471365637,0.19304551073515286,0.4118110236220472,57.78885047091864,122,0.07608353983547632,0.15677813351921746,0.42135782043239983,0.08701227462896462,0.16418765189477474,0.17248318747856475,0.985668303608686,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
