episode,episode_seed,episode_return,decision_count,normal_action_count,forced_action_count,random_action_count,policy_action_count,local_action_count,edge_action_count,cloud_action_count,drop_action_count,total_jobs,completed_jobs,dropped_jobs,unresolved_jobs,simulation_end_time,episode_updates,global_decision_steps,global_normal_action_steps,replay_size,replay_trainable_size,replay_forced_size,masac_update_step,critic_loss,q1_loss,q2_loss,actor_loss,alpha_loss,alpha,policy_entropy,target_entropy,mean_q1,mean_q2,mean_target_q,wall_time_seconds,per_agent_returns
1,42,-1468.049960470024,1386,1360,26,1360,0,877,386,97,26,1000,347,653,0,5966.285420917914,369,1386,1360,1386,1360,26,369,0.6345320876213271,0.31491590026755967,0.3196161880402707,-0.1283777313998479,1.0797560798827064,0.102731853723526,1.6919569187371066,2.16006101050028,-0.7855997115053706,-0.7827077400119758,-0.8116856958807969,14.323434500023723,"{""DC-1"": -298.73665306957787, ""DC-2"": -257.95436680046157, ""DC-3"": -339.44413242024257, ""DC-4"": -236.17197726554554, ""DC-5"": -335.74283091419403}"
2,43,-1502.699192724923,1335,1307,28,1307,0,875,335,97,28,1000,323,677,0,6239.222576878486,1335,2721,2667,2721,2667,54,1704,0.24203285198756372,0.12358894977397687,0.11844390217731061,-0.3958809291267216,1.6767473202073173,0.11798441410064697,1.3987355306353908,2.1589918450916303,-0.6817975411254369,-0.6823445857910627,-0.6813239666853058,26.867879800032824,"{""DC-1"": -285.0246203855698, ""DC-2"": -307.39000395554723, ""DC-3"": -284.6486490368572, ""DC-4"": -245.99476040379568, ""DC-5"": -379.64115894314995}"
3,44,-1464.7584227411185,1353,1336,17,1336,0,884,353,99,17,1000,328,672,0,5627.302278736786,1353,4074,4003,4074,4003,71,3057,0.1309958120253204,0.06823795107905722,0.06275786109494441,-0.8047953524681171,1.5363334464921126,0.13494248688220978,1.4154369990559568,2.1575607520425577,-0.3099816654287747,-0.31024901643780894,-0.30879408463488794,27.826834499835968,"{""DC-1"": -274.23129567386826, ""DC-2"": -284.3796993885814, ""DC-3"": -327.51739310544804, ""DC-4"": -245.00276823737767, ""DC-5"": -333.62726633584225}"
4,45,-2040.6603873582671,6553,6429,124,997,5432,766,5553,110,124,1000,358,642,0,6916.697560355562,6553,10627,10432,10627,10432,195,9610,0.03840428750263349,0.02058142633276825,0.01782286117860572,-2.977260876316779,1.0718446406502407,0.2527986466884613,1.5283991703637116,2.1573268849850065,2.0160194864754115,2.0161108933772205,2.0169434349673536,140.76678929990157,"{""DC-1"": -431.2945414632998, ""DC-2"": -367.84015706940255, ""DC-3"": -425.43715112520357, ""DC-4"": -389.1355186756411, ""DC-5"": -426.95301902453673}"
5,46,-1924.342750545413,7585,7383,202,0,7383,544,6585,254,202,1000,549,451,0,6223.665420917914,7585,18212,17815,18212,17815,397,17195,0.024677360265828233,0.012733138613611578,0.0119442216405521,-11.618930308003133,0.3917060551336115,0.492953896522522,1.795994992466765,2.156837258876431,10.688150627925825,10.688151286696634,10.68861868449081,153.93856360018253,"{""DC-1"": -417.6053621722809, ""DC-2"": -387.71676637128184, ""DC-3"": -453.64444515837846, ""DC-4"": -341.7426072311217, ""DC-5"": -323.6335696122839}"
